Address,City,SalePrice,RMV,SaleToRMV,LandPct,RMVLAND,RMVIMPR,YearBuilt,SqFt
1208 SE ANKENY ST,PORTLAND,4904000.0,4692320.0,1.04511201282095,13.901865175435605,652320.0,4040000.0,2017.0,19385.0
13770 GOODALL RD,LAKE OSWEGO,4100000.0,4464148.0,0.9184283316771755,15.558803157959817,694568.0,3769580.0,2022.0,5951.0
1210 SE CENTER ST,PORTLAND,379900.0,4234970.0,0.0897054760718494,66.5298691608205,2817520.0,1417450.0,1976.0,6848.0
2164 GOODALL CT,LAKE OSWEGO,4000000.0,4216940.0,0.9485551134234776,10.781277419171248,454640.0,3762300.0,2023.0,6472.0
1814 HIGHLANDS LOOP,LAKE OSWEGO,2250000.0,3946482.0,0.5701280279499564,32.06506453089106,1265442.0,2681040.0,2015.0,6310.0
2490 SUMMIT DR,LAKE OSWEGO,3086243.0,3878898.0,0.795649434452775,81.0688499671814,3144578.0,734320.0,1938.0,3000.0
1115 LAKE FRONT RD,LAKE OSWEGO,3131100.0,3722565.0,0.8411135870025104,62.2427009333618,2317025.0,1405540.0,1975.0,3376.0
3119 DOUGLAS CIR,LAKE OSWEGO,2675000.0,3671639.0,0.7285574643912432,21.285834473378237,781539.0,2890100.0,1940.0,7834.0
13432 NW SPRINGVILLE LN,PORTLAND,2300000.0,3618370.0,0.635645332014139,99.76177118426253,3609750.0,8620.0,1995.0,2700.0
260 IRON MOUNTAIN BLVD,LAKE OSWEGO,3700000.0,3581975.0,1.0329496995372665,25.231750640359017,903795.0,2678180.0,2005.0,5860.0
693 TER DR,LAKE OSWEGO,2500000.0,3464666.0,0.7215702754608958,47.768702668597776,1655026.0,1809640.0,1986.0,3296.0
13962 KNAUS RD,LAKE OSWEGO,4300000.0,3464063.0,1.2413169160029711,20.322753945294874,703993.0,2760070.0,2021.0,5263.0
2600 NE 205TH AVE,FAIRVIEW,164518.0,3434340.0,0.04790381849205379,35.2693676223088,1211270.0,2223070.0,1997.0,0.0
1235 ANDREWS RD,LAKE OSWEGO,3412000.0,3426850.0,0.9956665742591593,18.98507375578155,650590.0,2776260.0,2019.0,4199.0
1289 CHANDLER RD,LAKE OSWEGO,4430000.0,3343213.0,1.3250726172696745,18.172727851919696,607553.0,2735660.0,2019.0,5418.0
1098 CHANDLER RD,LAKE OSWEGO,3210000.0,3267465.0,0.9824129715237959,22.678896330947694,741025.0,2526440.0,2002.0,3794.0
515 SE RENE AVE,GRESHAM,60000.0,3197770.0,0.018763075518251782,24.761630761436876,791820.0,2405950.0,0.0,0.0
3140 SW CHILDS RD,LAKE OSWEGO,2930000.0,3185730.0,0.919726404937016,30.625633685215004,975650.0,2210080.0,2008.0,6492.0
14410 UPLANDS DR,LAKE OSWEGO,2500000.0,3135913.0,0.7972159941937165,16.141168457160642,506173.0,2629740.0,2023.0,4815.0
12548 SE RAMONA ST,PORTLAND,2800000.0,3114460.0,0.8990322559930133,21.528611701546975,670500.0,2443960.0,2007.0,26232.0
2628 NE RED SUNSET DR,GRESHAM,3575000.0,3110700.0,1.1492590092262192,9.143279647667727,284420.0,2826280.0,1991.0,22504.0
3757 SE CLAY ST,PORTLAND,3100000.0,3100000.0,1.0,18.943548387096772,587250.0,2512750.0,2023.0,8967.0
1131 SKYLAND DR,LAKE OSWEGO,2131500.0,3039490.0,0.7012689628852209,38.17877341264489,1160440.0,1879050.0,1989.0,7189.0
13581 GOODALL RD,LAKE OSWEGO,2875000.0,2990782.0,0.96128704800283,24.826684124753996,742512.0,2248270.0,2021.0,4148.0
2807 SE 125TH AVE,PORTLAND,2275000.0,2976760.0,0.7642537524019404,38.61345892849945,1149430.0,1827330.0,2005.0,20297.0
4700 SW NORTHWOOD AVE,PORTLAND,2700000.0,2939640.0,0.9184798138547577,47.3867548407288,1393000.0,1546640.0,2009.0,5872.0
800 TER DR,LAKE OSWEGO,2675000.0,2858030.0,0.9359593846110783,17.129981140855765,489580.0,2368450.0,1999.0,5166.0
635 IRON MOUNTAIN BLVD,LAKE OSWEGO,2900000.0,2744158.0,1.0567904617737025,20.41602560785494,560248.0,2183910.0,2003.0,4736.0
2008 S MILITARY RD,PORTLAND,3400000.0,2693700.0,1.2622044028659465,29.27200504881761,788500.0,1905200.0,1980.0,4861.0
13636 GOODALL RD,LAKE OSWEGO,2400000.0,2645329.0,0.907259550702389,20.45412876810408,541079.0,2104250.0,2013.0,4444.0
2007 SW 19TH AVE,PORTLAND,2929000.0,2643640.0,1.1079420798595876,20.006506180871828,528900.0,2114740.0,1956.0,5418.0
15400 DIAMOND HEAD RD,LAKE OSWEGO,2670000.0,2563851.0,1.0414021719670916,67.7793288299515,1737761.0,826090.0,1979.0,3070.0
5815 SW PATTON RD,PORTLAND,2003623.0,2554100.0,0.7844731999530167,15.32829568145335,391500.0,2162600.0,2005.0,6676.0
4965 SW PARK BLUFF PL,LAKE OSWEGO,2099000.0,2546445.0,0.8242864071283692,28.81605532418725,733785.0,1812660.0,2022.0,4559.0
17447 BLUE HERON RD,LAKE OSWEGO,1350000.0,2544426.0,0.5305715316538976,57.63877589680344,1466576.0,1077850.0,1938.0,3791.0
296 NW MAYWOOD DR,PORTLAND,3169283.0,2535180.0,1.2501214903872704,26.802830568243674,679500.0,1855680.0,2023.0,6440.0
19331 SW LORNA LN,LAKE OSWEGO,1820000.0,2527454.0,0.720092235110906,29.266368448248713,739694.0,1787760.0,2013.0,5127.0
17104 CEDAR RD,LAKE OSWEGO,2650000.0,2501213.0,1.0594859374231622,49.46851787512699,1237313.0,1263900.0,2000.0,3310.0
15948 TWIN FIR RD,LAKE OSWEGO,2700000.0,2498745.0,1.080542432301015,23.041766967017445,575755.0,1922990.0,2012.0,5245.0
801 7TH ST,LAKE OSWEGO,3000000.0,2484683.0,1.2073974828982208,27.913540681044623,693563.0,1791120.0,2017.0,4108.0
5970 SW OLD SCHOLLS FERRY RD,PORTLAND,2650000.0,2457590.0,1.0782921479986491,39.82316008772822,978690.0,1478900.0,2003.0,5536.0
13084 AMBER PL,LAKE OSWEGO,4250000.0,2453821.0,1.7319926759123832,30.708882188228078,753541.0,1700280.0,2018.0,5685.0
7455 SW NEWTON PL,PORTLAND,3090000.0,2440210.0,1.2662844591244196,34.62816724790079,845000.0,1595210.0,1940.0,6081.0
14494 UPLANDS DR,LAKE OSWEGO,2050000.0,2429130.0,0.8439235446435555,43.90213780242309,1066440.0,1362690.0,1968.0,4947.0
1799 ATHERTON DR,LAKE OSWEGO,1803000.0,2426555.0,0.7430286970622961,30.933360257649216,750615.0,1675940.0,2004.0,6280.0
1667 LAKE FRONT RD,LAKE OSWEGO,2998000.0,2407040.0,1.2455131613932464,85.94871709651687,2068820.0,338220.0,1930.0,2719.0
17096 CHAPIN WAY,LAKE OSWEGO,2050000.0,2384907.0,0.8595723019807481,18.352791115125243,437697.0,1947210.0,2015.0,4763.0
168 PINE VALLEY RD,LAKE OSWEGO,2200000.0,2378200.0,0.9250693802035153,27.120931797157517,644990.0,1733210.0,1939.0,4906.0
1025 SW MYRTLE DR,PORTLAND,3000000.0,2333110.0,1.2858373587186203,29.767134854336057,694500.0,1638610.0,1954.0,4037.0
4277 UPPER DR,LAKE OSWEGO,2175000.0,2308651.0,0.9421086166770118,16.865736744098612,389371.0,1919280.0,2020.0,3991.0
3860 SW 75TH AVE,PORTLAND,2179000.0,2281500.0,0.9550734166118782,36.7477536708306,838400.0,1443100.0,1956.0,5193.0
2340 S MILITARY RD,PORTLAND,2219700.0,2280120.0,0.9735013946634388,31.35799870182271,715000.0,1565120.0,1940.0,4084.0
4241 COBB WAY,LAKE OSWEGO,1850000.0,2272629.0,0.8140351988819997,15.976166809452842,363079.0,1909550.0,2022.0,3397.0
6185 SW OLD SCHOLLS FERRY RD,PORTLAND,2250000.0,2264210.0,0.9937240803635705,50.967445599127295,1154010.0,1110200.0,1940.0,4690.0
3520 LAKE GROVE AVE,LAKE OSWEGO,1950000.0,2254554.0,0.8649160765277745,17.568618893138066,396094.0,1858460.0,2023.0,0.0
1032 WESTWARD HO RD,LAKE OSWEGO,2162000.0,2252918.0,0.9596443368111933,45.02951283624171,1014478.0,1238440.0,1939.0,3824.0
15868 PARKER RD,LAKE OSWEGO,2190000.0,2248601.0,0.9739389069025586,17.316144571669227,389371.0,1859230.0,2021.0,3732.0
273 SE 162ND AVE,PORTLAND,156000.0,2166950.0,0.07199058584646623,27.74083389095272,601130.0,1565820.0,1967.0,13093.0
2950 SE ST,PORTLAND,842852.0,2149580.0,0.39210078247843766,69.17351296532345,1486940.0,1134760.0,1979.0,13194.0
4440 UPPER DR,LAKE OSWEGO,1825000.0,2141780.0,0.8520949864131704,15.079980203382235,322980.0,1818800.0,2020.0,3660.0
1508 SW DEWITT ST,PORTLAND,1450000.0,2136810.0,0.6785816240096219,43.161067198300266,922270.0,1214540.0,1987.0,9689.0
14000 STAMPHER RD,LAKE OSWEGO,2930000.0,2120216.0,1.3819346708071254,49.85888230255785,1057116.0,1063100.0,1988.0,4773.0
1135 SW MYRTLE CT,PORTLAND,1950000.0,2119450.0,0.9200500129750643,30.668333765835477,650000.0,1469450.0,1983.0,3788.0
18218 MEADOWLARK LN,LAKE OSWEGO,2558090.0,2095024.0,1.2210313581133199,51.33564102368279,1075494.0,1019530.0,2003.0,8474.0
11422 S BREYMAN AVE,PORTLAND,1862000.0,2094070.0,0.8891775346573897,33.929142769821446,710500.0,1383570.0,1962.0,4677.0
17550 LAKE HAVEN DR,LAKE OSWEGO,2662000.0,2085162.0,1.276639416985347,63.73327348186856,1328942.0,756220.0,1951.0,3403.0
490 G AVE,LAKE OSWEGO,1990000.0,2055020.0,0.9683604052515304,26.07225233817676,535790.0,1519230.0,2017.0,2977.0
3440 SW DOSCHVIEW CT,PORTLAND,1895000.0,2042220.0,0.9279117822761505,23.74866566775372,485000.0,1557220.0,1990.0,5076.0
4540 DOGWOOD DR,LAKE OSWEGO,2050000.0,2040951.0,1.0044337174189875,25.174587728955768,513801.0,1527150.0,2004.0,5850.0
4470 SW GREENLEAF DR,PORTLAND,2202700.0,2025520.0,1.087473833879695,19.007464749792646,385000.0,1640520.0,1940.0,5389.0
706 27TH ST,GRESHAM,2050000.0,2019390.0,1.0151580427752935,17.62908601112217,356000.0,1663390.0,2009.0,6691.0
1221 GLENMORRIE DR,LAKE OSWEGO,2004000.0,2002643.0,1.000677604545593,22.16485913864828,443883.0,1558760.0,2016.0,4115.0
455 FURNACE ST,LAKE OSWEGO,2027500.0,1999921.0,1.0137900447067658,36.87650662201157,737501.0,1262420.0,1938.0,3827.0
16164 PARKER RD,LAKE OSWEGO,449158.0,1992467.0,0.22542807484389954,10.274549089144262,204717.0,1787750.0,2022.0,3116.0
17595 KELOK RD,LAKE OSWEGO,2325000.0,1990828.0,1.1678557866375197,55.243747827537085,1099808.0,891020.0,1959.0,4208.0
2221 S GREENWOOD RD,PORTLAND,2010000.0,1990180.0,1.0099588981901135,39.61953190163704,788500.0,1201680.0,1927.0,3226.0
1609 SE 16TH AVE,PORTLAND,2025000.0,1984120.0,1.0206035925246457,33.440517710622345,663500.0,1320620.0,2017.0,4980.0
17739 CARDINAL DR,LAKE OSWEGO,2547000.0,1981952.0,1.2850967127357271,54.736542560062,1084852.0,897100.0,1967.0,3766.0
6228 SW SWEETBRIAR CT,PORTLAND,2110000.0,1966830.0,1.0727922596258954,18.59591322076641,365750.0,1601080.0,1913.0,5961.0
9340 SE EMMERT VIEW CT,HAPPY VALLEY,1038000.0,1958361.0,0.530035065036528,24.877997468291085,487201.0,1471160.0,2003.0,5117.0
880 LAKE SHORE RD,LAKE OSWEGO,3050000.0,1953458.0,1.5613337988326341,45.76643060664729,894028.0,1059430.0,1965.0,2814.0
2101 GOODALL CT,LAKE OSWEGO,2150000.0,1938881.0,1.1088870332939464,26.309556904214336,510111.0,1428770.0,2019.0,4210.0
2316 SE 89TH AVE,PORTLAND,1225000.0,1934330.0,0.6332942155681812,28.988848852057302,560740.0,1373590.0,2006.0,12704.0
1860 EGAN WAY,LAKE OSWEGO,2198000.0,1931242.0,1.138127691920536,39.687517152174614,766462.0,1164780.0,1994.0,3426.0
4455 SW LAURELWOOD AVE,PORTLAND,1920000.0,1926960.0,0.9963880931622867,26.72603479055092,515000.0,1411960.0,1949.0,3848.0
642 IRON MOUNTAIN BLVD,LAKE OSWEGO,1565000.0,1926486.0,0.8123599133344338,25.69060974229763,494926.0,1431560.0,1943.0,4575.0
16650 FIR LN,LAKE OSWEGO,2275000.0,1904337.0,1.1946414946514194,24.34269774729998,463567.0,1440770.0,2011.0,3790.0
893 CEDAR ST,LAKE OSWEGO,1650000.0,1889135.0,0.8734156108483512,30.09975464961477,568625.0,1320510.0,2017.0,3876.0
17379 CANAL CIR,LAKE OSWEGO,2705000.0,1887139.0,1.4333867298593268,63.13679066565844,1191479.0,695660.0,1937.0,2837.0
8555 SE NORTHERN HEIGHTS CT,HAPPY VALLEY,1670000.0,1885040.0,0.8859228451385647,19.592687688324915,369330.0,1515710.0,2015.0,4609.0
725 E AVE,LAKE OSWEGO,1955000.0,1882713.0,1.038395124482595,36.83848786299346,693563.0,1189150.0,2002.0,3404.0
1901 CHERYL CT,LAKE OSWEGO,1450000.0,1880101.0,0.7712351623662771,44.38915781652156,834561.0,1045540.0,2002.0,4613.0
310 G AVE,LAKE OSWEGO,2400000.0,1877419.0,1.2783507570766035,56.44339382950743,1059679.0,817740.0,1958.0,974.0
5439 SE LINCOLN ST,PORTLAND,2325000.0,1874370.0,1.2404167800380927,34.51559724067287,646950.0,1227420.0,1910.0,4894.0
5741 SW PATTON RD,PORTLAND,1900000.0,1853840.0,1.0248996677167392,18.3807664091831,340750.0,1513090.0,2006.0,5437.0
2097 S MILITARY RD,PORTLAND,2450000.0,1847690.0,1.3259800074687853,38.263994501242095,707000.0,1140690.0,2020.0,4819.0
2735 GLEN EAGLES RD,LAKE OSWEGO,2060000.0,1843660.0,1.1173426770662704,37.79872644630789,696880.0,1146780.0,1954.0,2930.0
17815 PILKINGTON RD,LAKE OSWEGO,1565000.0,1837998.0,0.8514699145483292,18.81928054328677,345898.0,1492100.0,2021.0,3014.0
2028 SW JACKSON ST,PORTLAND,3250000.0,1831820.0,1.7741917874026925,25.302704414189165,463500.0,1368320.0,1940.0,5055.0
3445 NE 35TH PL,PORTLAND,1759500.0,1828200.0,0.9624220544798162,20.51197899573351,375000.0,1453200.0,2022.0,3183.0
2187 SW KINGS CT,PORTLAND,1695000.0,1821460.0,0.9305721783624126,43.56395419059436,793500.0,1027960.0,1905.0,5007.0
2819 SE 90TH PL,PORTLAND,2100000.0,1820200.0,1.1537193714976377,52.78540819690144,960800.0,859400.0,0.0,0.0
785 3RD ST,LAKE OSWEGO,1598500.0,1819164.0,0.8787003260838495,36.26687863216291,659754.0,1159410.0,2012.0,3010.0
10615 NE WEIDLER ST,PORTLAND,1410000.0,1813070.0,0.7776864654977469,27.37511513620544,496330.0,1316740.0,1969.0,11824.0
4333 HAVEN ST,LAKE OSWEGO,1890000.0,1811607.0,1.0432726303221393,20.63565662972157,373837.0,1437770.0,2014.0,3723.0
4720 FIRWOOD RD,LAKE OSWEGO,1937500.0,1809065.0,1.070995237871497,23.38141526147485,422985.0,1386080.0,2016.0,3143.0
2925 SW FAIRVIEW BLVD,PORTLAND,2250000.0,1790320.0,1.256758568300639,31.56977523571205,565200.0,1225120.0,1932.0,4007.0
5236 LOWER DR,LAKE OSWEGO,1600000.0,1777642.0,0.9000687427502275,18.12187155794024,322142.0,1455500.0,2023.0,3192.0
542 4TH ST,LAKE OSWEGO,1585000.0,1773161.0,0.893883860518024,34.47690311257692,611331.0,1161830.0,2017.0,2978.0
300 SE ARROW CREEK LN,GRESHAM,1165000.0,1767130.0,0.6592610617215485,27.99737427353958,494750.0,1272380.0,1993.0,4096.0
2983 SW CANTERBURY LN,PORTLAND,1350000.0,1761600.0,0.7663487738419619,49.27338782924614,868000.0,893600.0,1962.0,3843.0
18011 KELOK RD,LAKE OSWEGO,2244764.0,1761511.0,1.2743400410216001,72.84376878713786,1283151.0,478360.0,1957.0,1840.0
151 3RD ST,LAKE OSWEGO,1767840.0,1759090.0,1.0049741627773452,0.0,0.0,1759090.0,1998.0,1780.0
17367 CANAL CIR,LAKE OSWEGO,1950000.0,1755618.0,1.110719985782784,62.6450628781432,1099808.0,655810.0,1935.0,2091.0
466 NE HAZELFERN PL,PORTLAND,2015000.0,1738090.0,1.1593185623299138,23.41650892646526,407000.0,1331090.0,1910.0,5158.0
1917 NW TIVOLI LN,PORTLAND,1450000.0,1736990.0,0.8347774022878658,26.655306017881507,463000.0,1273990.0,2004.0,5291.0
2864 SW CHAMPLAIN DR,PORTLAND,1825000.0,1728600.0,1.055767673261599,27.906976744186046,482400.0,1246200.0,1913.0,5140.0
2110 SUMMIT DR,LAKE OSWEGO,3050000.0,1713970.0,1.779494390216865,59.68482528865733,1022980.0,690990.0,1967.0,3831.0
4123 CHAD DR,LAKE OSWEGO,1175000.0,1713487.0,0.6857361625737458,31.261223458362974,535657.0,1177830.0,2003.0,3836.0
6209 SE 13TH AVE,PORTLAND,1300000.0,1695790.0,0.7666043554921305,38.743004735256136,657000.0,1038790.0,2010.0,4268.0
14540 SE NORTHERN HEIGHTS DR,HAPPY VALLEY,1650000.0,1692790.0,0.974722204171811,21.81782737374394,369330.0,1323460.0,2016.0,4661.0
3454 NW THURMAN ST,PORTLAND,1410000.0,1686240.0,0.8361799032166239,31.19366163772654,526000.0,1160240.0,1890.0,4944.0
2896 TOLKIEN LN,LAKE OSWEGO,1750000.0,1677001.0,1.0435294910378705,32.20815014421577,540131.0,1136870.0,1986.0,4937.0
2070 RIDGE POINTE DR,LAKE OSWEGO,2085000.0,1675036.0,1.244749366580778,42.80899037393823,717066.0,957970.0,1959.0,5450.0
7926 SE JOHNSON CREEK BLVD,PORTLAND,1325000.0,1673237.0,0.7918782575331528,31.733520116994786,530977.0,1142260.0,0.0,0.0
17643 KELOK RD,LAKE OSWEGO,2150000.0,1670878.0,1.2867486435275346,65.82216056468515,1099808.0,571070.0,1950.0,2168.0
425 SE 50TH AVE,PORTLAND,1575000.0,1669740.0,0.9432606274030687,46.653970079174,779000.0,890740.0,1924.0,4863.0
834 6TH ST,LAKE OSWEGO,1750000.0,1669262.0,1.0483674821567854,30.072091738744426,501982.0,1167280.0,2016.0,2733.0
13985 NW HARVEST LN,PORTLAND,1970000.0,1664630.0,1.1834461712212323,39.64064086313475,659870.0,1004760.0,1979.0,5340.0
4679 DOGWOOD DR,LAKE OSWEGO,1647925.0,1664158.0,0.9902455175530208,34.59875805061779,575778.0,1088380.0,1996.0,4456.0
2205 NW JOHNSON ST,PORTLAND,1650000.0,1663870.0,0.9916640122124926,26.955230877412294,448500.0,1215370.0,1907.0,4576.0
1520 SE 54TH AVE,PORTLAND,1505000.0,1663570.0,0.9046808971068245,53.2890109824053,886500.0,777070.0,1880.0,2976.0
1280 S MILITARY RD,PORTLAND,1860000.0,1662950.0,1.1184942421600168,43.326618358940436,720500.0,942450.0,1961.0,3512.0
17075 OLD RIVER DR,LAKE OSWEGO,1750000.0,1657948.0,1.0555216448284264,60.99998311165368,1011348.0,646600.0,1957.0,3292.0
1579 BAY VIEW LN,LAKE OSWEGO,700000.0,1652372.0,0.4236334191090142,60.007189664312875,991542.0,660830.0,1989.0,4665.0
7636 SE HENDERSON ST,PORTLAND,2900000.0,1648250.0,1.759441832246322,21.453056271803426,353600.0,1294650.0,0.0,0.0
850 NW POWHATAN TER,PORTLAND,1575000.0,1645060.0,0.9574118877123022,28.722356631369067,472500.0,1172560.0,1934.0,4490.0
6260 SW SHERIDAN ST,PORTLAND,1250000.0,1643640.0,0.760507167019542,25.790319047966708,423900.0,1219740.0,1996.0,4790.0
11650 S BREYMAN AVE,PORTLAND,1325000.0,1638000.0,0.8089133089133089,51.19047619047619,838500.0,799500.0,1947.0,3672.0
1601 S CAREY LN,PORTLAND,1925000.0,1634830.0,1.1774924609898276,33.36738376467278,545500.0,1089330.0,1961.0,3234.0
1318 HORSESHOE CURV,LAKE OSWEGO,2050000.0,1624624.0,1.2618304296871152,29.139911758043706,473414.0,1151210.0,1942.0,3842.0
16900 GASSNER LN,LAKE OSWEGO,1622500.0,1624429.0,0.9988125058097338,18.603398486483556,302199.0,1322230.0,1973.0,3700.0
2355 SE 89TH AVE,PORTLAND,1575000.0,1621080.0,0.9715745058849656,79.53709872430726,1289360.0,331720.0,2004.0,16306.0
2917 WESTVIEW CIR,LAKE OSWEGO,1975000.0,1620110.0,1.219053027263581,32.1996654548148,521670.0,1098440.0,1964.0,4470.0
17455 BLUE HERON RD,LAKE OSWEGO,1675000.0,1614088.0,1.0377377193808517,68.13804451801884,1099808.0,514280.0,1960.0,2572.0
11705 SE MARKET ST,PORTLAND,1800000.0,1604460.0,1.1218727796267902,64.47963800904978,1034550.0,569910.0,1973.0,11754.0
3485 UPPER DR,LAKE OSWEGO,1500000.0,1603788.0,0.9352857110790204,26.793316822422913,429708.0,1174080.0,2006.0,3322.0
1416 NW BENFIELD DR,PORTLAND,1380000.0,1603080.0,0.8608428774608878,36.09738752900667,578670.0,1024410.0,1996.0,4624.0
1872 PALISADES TER DR,LAKE OSWEGO,3250000.0,1600300.0,2.0308692120227456,30.59301380991064,489580.0,1110720.0,1983.0,4744.0
18034 SKYLAND CIR,LAKE OSWEGO,1519000.0,1599413.0,0.9497234297833017,54.84655933145473,877223.0,722190.0,1980.0,3277.0
18850 REAO CT,LAKE OSWEGO,1850000.0,1598147.0,1.1575906346537583,26.648174416996685,425877.0,1172270.0,2021.0,3512.0
3084 NW 126TH PL,PORTLAND,1700000.0,1595210.0,1.065690410666934,46.50672952150501,741880.0,853330.0,1989.0,4219.0
5000 NE ALAMEDA ST,PORTLAND,2000000.0,1594400.0,1.2543903662819869,48.28775715002509,769900.0,824500.0,1911.0,3302.0
1404 NE HANCOCK ST,PORTLAND,1292195.0,1592410.0,0.8114712919411458,21.82226939042081,347500.0,1244910.0,1928.0,6064.0
411 RIDGEWAY RD,LAKE OSWEGO,2000000.0,1580989.0,1.2650309394942028,48.14574927466288,761179.0,819810.0,1955.0,3094.0
18221 BICKEL CT,LAKE OSWEGO,1395000.0,1574574.0,0.8859539151541941,25.71514581086694,404904.0,1169670.0,2013.0,3684.0
906 CEDAR ST,LAKE OSWEGO,1415000.0,1572987.0,0.8995624248642868,34.804292724606114,547467.0,1025520.0,2015.0,2866.0
4517 NW 147TH AVE,PORTLAND,1746000.0,1569620.0,1.1123711471566367,37.324320536180736,585850.0,983770.0,1989.0,5246.0
2624 SW TALBOT RD,PORTLAND,2247700.0,1569190.0,1.4323950573225677,30.19073534753599,473750.0,1095440.0,1929.0,5407.0
649 9TH ST,LAKE OSWEGO,2095000.0,1559432.0,1.3434378671208491,32.19005381446578,501982.0,1057450.0,2007.0,2812.0
4114 CASEY CT,LAKE OSWEGO,1310000.0,1555027.0,0.842429102517191,36.8171742355599,572517.0,982510.0,2006.0,3405.0
6786 SW CANYON DR,PORTLAND,1295000.0,1553570.0,0.8335639848864229,38.45658708651686,597450.0,956120.0,2002.0,4573.0
1990 INDIAN TRL,LAKE OSWEGO,1746500.0,1553406.0,1.124303626997707,50.25833555425948,780716.0,772690.0,1976.0,3376.0
18042 SKYLAND CIR,LAKE OSWEGO,1694000.0,1543955.0,1.0971822365289143,67.85528075623965,1047655.0,496300.0,1969.0,5036.0
11501 S AVENTINE AVE,PORTLAND,1279900.0,1541840.0,0.8301120738857469,51.14019612930005,788500.0,753340.0,1966.0,3208.0
3043 SE CARLTON ST,PORTLAND,1400000.0,1537140.0,0.9107823620490001,27.063247329456004,416000.0,1121140.0,1927.0,3476.0
29650 SE ROORK RD,GRESHAM,1499000.0,1535530.0,0.976210168476031,23.672608154839043,363500.0,1172030.0,2007.0,5166.0
1571 BAY VIEW LN,LAKE OSWEGO,1070000.0,1535112.0,0.6970175466024628,64.59085721432703,991542.0,543570.0,1987.0,2841.0
14385 PFEIFER DR,LAKE OSWEGO,1500000.0,1531680.0,0.9793168285803823,28.83500470072078,441660.0,1090020.0,1993.0,3994.0
30 HILLSHIRE DR,LAKE OSWEGO,1160000.0,1530576.0,0.7578846133743113,29.813351313492436,456316.0,1074260.0,1984.0,3752.0
1865 PALISADES LAKE CT,LAKE OSWEGO,1560000.0,1518910.0,1.027052294079307,32.23232449585558,489580.0,1029330.0,1986.0,3890.0
610 ATWATER RD,LAKE OSWEGO,1525000.0,1517082.0,1.0052192300745775,57.76431333309604,876332.0,640750.0,1966.0,2679.0
8715 SE NORTHERN HEIGHTS CT,HAPPY VALLEY,1488500.0,1516110.0,0.9817889203289999,24.360369630171952,369330.0,1146780.0,2013.0,4702.0
1622 SW MIDVALE RD,PORTLAND,1975000.0,1512926.0,1.3054174493663273,45.81955759898369,693216.0,819710.0,1958.0,4994.0
3710 MARQUIS CT,LAKE OSWEGO,1350000.0,1509196.0,0.8945160204506241,30.235701658366445,456316.0,1052880.0,1992.0,3611.0
2923 NE DUNCKLEY ST,PORTLAND,1385000.0,1505480.0,0.9199723676169727,26.90171905305949,405000.0,1100480.0,2015.0,3593.0
475 IRON MOUNTAIN BLVD,LAKE OSWEGO,1850000.0,1501597.0,1.2320216409595917,39.81008219915197,597787.0,903810.0,1954.0,3254.0
1209 SW HESSLER DR,PORTLAND,1200000.0,1499730.0,0.8001440259246665,57.71038786981657,865500.0,634230.0,1954.0,2584.0
806 NW ALBEMARLE TER,PORTLAND,1850000.0,1490010.0,1.2416024053529842,32.68501553680848,487010.0,1003000.0,1925.0,4260.0
19229 35TH PL,LAKE OSWEGO,1717000.0,1487497.0,1.1542880422615978,30.626414708735545,455567.0,1031930.0,1989.0,4831.0
21910 SE STARK ST,GRESHAM,125000.0,1486930.0,0.08406582690509977,34.65596900997357,515310.0,971620.0,1994.0,0.0
6441 MISSION CT,LAKE OSWEGO,1500000.0,1486246.0,1.0092541880684625,34.5343906728765,513266.0,972980.0,2019.0,3232.0
5513 RACHEL LN,LAKE OSWEGO,1300000.0,1482371.0,0.8769734432203544,34.591273034888026,512771.0,969600.0,2008.0,3346.0
7820 SW NORTHVALE WAY,PORTLAND,1750000.0,1481030.0,1.1816100956766575,53.91383023976557,798480.0,682550.0,1961.0,4048.0
2855 BROOKSIDE RD,LAKE OSWEGO,1575000.0,1476546.0,1.0666785863765842,42.571379421975344,628586.0,847960.0,1978.0,4064.0
3270 SW UNDERWOOD DR,PORTLAND,1475000.0,1475710.0,0.9995188756598519,45.449309146105946,670700.0,805010.0,1947.0,2841.0
29105 SE STARK ST,TROUTDALE,1200000.0,1475110.0,0.8134986543376426,51.965616123543334,766550.0,708560.0,1992.0,4011.0
400 SE ARROW CREEK LN,GRESHAM,862500.0,1475060.0,0.5847219774110883,31.524141390858677,465000.0,1010060.0,1993.0,4662.0
3730 UPPER DR,LAKE OSWEGO,1500000.0,1472417.0,1.0187331442111847,55.97035350719259,824117.0,648300.0,1959.0,2752.0
1176 TROON RD,LAKE OSWEGO,1150000.0,1471549.0,0.7814894373208096,41.95028503977781,617319.0,854230.0,1974.0,3016.0
1357 NW BENFIELD DR,PORTLAND,1410000.0,1470490.0,0.9588640521186815,43.50590619453379,639750.0,830740.0,1995.0,3962.0
16832 QUAIL CT,LAKE OSWEGO,1635000.0,1470094.0,1.1121737793637685,31.594850397321533,464474.0,1005620.0,1990.0,4420.0
4360 UPPER DR,LAKE OSWEGO,1054500.0,1468545.0,0.7180576693257612,28.802998886653114,422985.0,1045560.0,1959.0,2594.0
4702 NE ALAMEDA ST,PORTLAND,1650000.0,1468530.0,1.1235725521439808,28.42979033455224,417500.0,1051030.0,1911.0,3827.0
