Address,City,SalePrice,RMV,SaleToRMV,LandPct,RMVLAND,RMVIMPR,YearBuilt,SqFt
8443 SE ORIENT DR,GRESHAM,1225000.0,877960.0,1.3952799671966831,36.98915668139778,324750.0,553210.0,2010.0,3913.0
6772 NW LOLO TER,PORTLAND,852000.0,877900.0,0.970497778790295,44.28294794395717,388760.0,489140.0,2022.0,2884.0
417 SE 13TH CT,GRESHAM,532500.0,877780.0,0.6066440338125726,35.20244252546196,309000.0,568780.0,1994.0,3239.0
8502 SW 46TH AVE,PORTLAND,910000.0,877210.0,1.0373798748304284,36.08030004217918,316500.0,560710.0,2017.0,2566.0
1908 NE HALSEY ST,PORTLAND,850000.0,876290.0,0.9699985164728572,32.523479669972275,285000.0,591290.0,1905.0,2865.0
2651 LOOKOUT CT,LAKE OSWEGO,1050000.0,876089.0,1.198508370724892,42.17025895770863,369449.0,506640.0,1974.0,2472.0
4968 BILFORD LN,LAKE OSWEGO,1050000.0,875950.0,1.1986985558536447,43.399737427935385,380160.0,495790.0,1994.0,2354.0
2760 OVERLOOK DR,LAKE OSWEGO,775000.0,875739.0,0.8849668679823555,42.18711282699526,369449.0,506290.0,1974.0,2441.0
7234 SE 18TH AVE,PORTLAND,900000.0,874650.0,1.0289830217801406,42.30263533985023,370000.0,504650.0,1914.0,2734.0
3230 SW DOLPH CT,PORTLAND,729000.0,874000.0,0.834096109839817,33.18077803203661,290000.0,584000.0,1977.0,3027.0
4134 ORCHARD WAY,LAKE OSWEGO,825000.0,873628.0,0.9443378646288809,51.90286941352612,453438.0,420190.0,1980.0,2374.0
3919 NE 21ST AVE,PORTLAND,925000.0,873440.0,1.0590309580509252,46.08215790437809,402500.0,470940.0,1928.0,2053.0
1405 CHERRY CREST AVE,LAKE OSWEGO,965000.0,873221.0,1.1051039771146136,36.473126505203155,318491.0,554730.0,1960.0,3208.0
5592 YORKSHIRE PL,LAKE OSWEGO,820000.0,872114.0,0.9402440506631013,49.42289654792837,431024.0,441090.0,1993.0,1653.0
2348 SUMMIT DR,LAKE OSWEGO,1325000.0,870751.0,1.5216749679299824,69.76058597693256,607441.0,263310.0,1940.0,2913.0
3731 NE 37TH AVE,PORTLAND,921000.0,870560.0,1.0579397169637934,41.927035471420695,365000.0,505560.0,1924.0,2218.0
3739 NE SENATE ST,PORTLAND,770000.0,870350.0,0.8847015568449474,40.50094789452519,352500.0,517850.0,1915.0,2612.0
8920 SW ROSEWOOD WAY,PORTLAND,2552250.0,869720.0,2.934565147403762,79.5014487421239,691440.0,178280.0,1960.0,2232.0
7754 SE 18TH AVE,PORTLAND,875000.0,869150.0,1.0067307139158947,42.28268998446758,367500.0,501650.0,1938.0,1677.0
13640 JOHNSON TER,LAKE OSWEGO,750000.0,869133.0,0.8629289188190991,56.02744344076223,486953.0,382180.0,1963.0,2954.0
17273 BRYANT RD,LAKE OSWEGO,775000.0,868481.0,0.8923626423606273,52.25687148020509,453841.0,414640.0,1977.0,1432.0
1034 SW CHELTENHAM ST,PORTLAND,950000.0,868350.0,1.0940289053952899,37.48488512696493,325500.0,542850.0,1965.0,2803.0
5312 SW BURTON DR,PORTLAND,1245000.0,868040.0,1.4342657020413805,48.96087737892263,425000.0,443040.0,2003.0,2437.0
20 HOTSPUR ST,LAKE OSWEGO,925802.0,867388.0,1.0673447177041877,44.99693332165075,390298.0,477090.0,1971.0,2456.0
3336 SW FAIRMOUNT LN,PORTLAND,1100000.0,867090.0,1.268611101500421,45.55467137206057,395000.0,472090.0,1965.0,2705.0
4011 SE ANKENY ST,PORTLAND,705000.0,865990.0,0.8140971604752941,45.03516206884606,390000.0,475990.0,1921.0,2089.0
3926 NE DAVIS ST,PORTLAND,1111000.0,865690.0,1.2833693354434035,45.05076875093856,390000.0,475690.0,1912.0,2386.0
11945 SW BUTNER RD,PORTLAND,1250000.0,864760.0,1.4454877653915537,41.360608723807765,357670.0,507090.0,1958.0,3404.0
20649 NW LAPINE WAY,PORTLAND,845550.0,864690.0,0.9778648995593796,32.32140998508136,279480.0,585210.0,1982.0,3928.0
731 BRIERCLIFF LN,LAKE OSWEGO,1022500.0,863100.0,1.1846831189896883,40.48314216197428,349410.0,513690.0,1971.0,2704.0
2679 SE MYRTLEWOOD WAY,GRESHAM,840000.0,861970.0,0.974511873963131,36.95024188776871,318500.0,543470.0,1995.0,4797.0
701 NE 28TH AVE,PORTLAND,229000.0,860330.0,0.26617693210744714,43.4135738611928,373500.0,486830.0,1941.0,2476.0
2820 DELLWOOD DR,LAKE OSWEGO,2561383.0,859979.0,2.9784250545652857,42.960235075507654,369449.0,490530.0,1961.0,2206.0
4320 SE PINE ST,PORTLAND,900000.0,859140.0,1.0475591870940708,45.39423144074307,390000.0,469140.0,1926.0,1970.0
5659 SW MENEFEE DR,PORTLAND,832500.0,858730.0,0.9694548926903683,39.44778917704051,338750.0,519980.0,1963.0,2756.0
4626 SE CHASE RD,GRESHAM,850000.0,858330.0,0.9902951079421668,46.6021227266902,400000.0,458330.0,2021.0,2299.0
7114 SE 18TH AVE,PORTLAND,877200.0,858180.0,1.0221631825491155,42.823183947423615,367500.0,490680.0,1910.0,1914.0
3124 NE 28TH AVE,PORTLAND,1125000.0,857390.0,1.312121671584693,47.23638017704895,405000.0,452390.0,1937.0,2833.0
3321 NE 13TH AVE,PORTLAND,770000.0,857150.0,0.898325847284606,43.74963541970484,375000.0,482150.0,1925.0,2358.0
444 NE FLORAL PL,PORTLAND,960000.0,857100.0,1.12005600280014,45.50227511375569,390000.0,467100.0,1911.0,1926.0
5845 RIDGETOP CT,LAKE OSWEGO,815000.0,856430.0,0.9516247679319968,45.82511121749589,392460.0,463970.0,1977.0,2340.0
630 SW VIEWMONT DR,PORTLAND,815000.0,856360.0,0.9517025550002336,54.304264561632955,465040.0,391320.0,1968.0,2422.0
17150 WALL ST,LAKE OSWEGO,975000.0,856241.0,1.1386981001844108,37.19642016675212,318491.0,537750.0,1977.0,2105.0
63 TOUCHSTONE,LAKE OSWEGO,900000.0,856188.0,1.051171004499012,45.58554896821726,390298.0,465890.0,1971.0,3088.0
2132 SE DOUGLAS PL,GRESHAM,790000.0,855040.0,0.9239333832335329,30.466410928143713,260500.0,594540.0,1991.0,3238.0
3561 SW JERALD CT,PORTLAND,915488.0,855030.0,1.070708630106546,40.17402898143925,343500.0,511530.0,1960.0,3053.0
3175 NE REGENTS DR,PORTLAND,900000.0,854640.0,1.0530749789385003,43.87812412243752,375000.0,479640.0,1926.0,1939.0
5133 SE TOLMAN ST,PORTLAND,800000.0,853720.0,0.9370753877149417,30.24996485967296,258250.0,595470.0,1961.0,2832.0
5110 NW 126TH TER,PORTLAND,825000.0,852590.0,0.9676397799645785,49.11622233429902,418760.0,433830.0,2004.0,3341.0
674 LIVINGOOD LN,LAKE OSWEGO,940000.0,852121.0,1.1031297198402574,37.376264638472705,318491.0,533630.0,1983.0,2714.0
4486 SW WASHOUGA AVE,PORTLAND,920000.0,851740.0,1.0801418273181957,44.467795336605064,378750.0,472990.0,1948.0,2672.0
13055 PRINCETON CT,LAKE OSWEGO,850000.0,851243.0,0.9985397824123077,43.650637949445695,371573.0,479670.0,1989.0,3142.0
5816 SW WESTDALE CT,PORTLAND,840000.0,850240.0,0.9879563417388032,33.702248776815956,286550.0,563690.0,1978.0,2878.0
126 SW 5TH ST,GRESHAM,617000.0,848830.0,0.726882885854647,27.537905116454414,233750.0,615080.0,1981.0,3612.0
1 ICARUS LOOP,LAKE OSWEGO,805000.0,848510.0,0.9487218771729267,40.364874898351225,342500.0,506010.0,1979.0,2862.0
17488 MARDEE AVE,LAKE OSWEGO,950000.0,847243.0,1.1212839763798579,43.85672115319926,371573.0,475670.0,1990.0,2122.0
2427 NE 10TH AVE,PORTLAND,1100000.0,847110.0,1.2985326580963512,43.97303774008098,372500.0,474610.0,1926.0,2646.0
101 3RD ST,LAKE OSWEGO,1145000.0,847010.0,1.3518140281696793,0.0,0.0,847010.0,1998.0,1447.0
1124 SE MALDEN ST,PORTLAND,982500.0,846970.0,1.160017474054571,43.68513642750038,370000.0,476970.0,1910.0,1927.0
5601 NE 35TH AVE,PORTLAND,975000.0,846330.0,1.1520328949700471,32.7886285491475,277500.0,568830.0,2019.0,2744.0
3691 SE ATHERTON AVE,GRESHAM,929000.0,845660.0,1.0985502447792257,37.92304235744862,320700.0,524960.0,2019.0,2703.0
2846 NW ARIEL TER,PORTLAND,798000.0,844630.0,0.9447923943028308,57.24400033150611,483500.0,361130.0,1975.0,2154.0
1106 SE 50TH AVE,PORTLAND,852500.0,843280.0,1.01093349777061,38.24352528223129,322500.0,520780.0,1914.0,1881.0
28200 E HIST COLUMBIA RIVER HWY,TROUTDALE,574000.0,842630.0,0.6812005269216619,81.77373224309602,689050.0,153580.0,1936.0,1036.0
3642 SE MYRTLEWOOD LN,GRESHAM,825000.0,841890.0,0.9799379966503937,37.41581441756049,315000.0,526890.0,2020.0,3090.0
15222 NW CHANNA DR,PORTLAND,840000.0,841420.0,0.9983123766965368,53.35028879750897,448900.0,392520.0,1995.0,2713.0
5316 LOWER DR,LAKE OSWEGO,760000.0,841373.0,0.9032854631655639,32.96076769756101,277323.0,564050.0,2003.0,2016.0
1871 KILKENNY DR,LAKE OSWEGO,870000.0,839874.0,1.0358696661642104,43.771327603902485,367624.0,472250.0,1957.0,3086.0
1500 SW MILLER CT,GRESHAM,980000.0,839670.0,1.1671251801302893,40.42064144247144,339400.0,500270.0,1992.0,2515.0
2435 NE 22ND AVE,PORTLAND,860000.0,839460.0,1.0244681104519573,48.2453005503538,405000.0,434460.0,1940.0,1842.0
14342 SE DONATELLO LOOP,HAPPY VALLEY,850000.0,839230.0,1.0128331923310654,29.366204735293067,246450.0,592780.0,2004.0,3409.0
4927 SW ELM LN,PORTLAND,820000.0,839120.0,0.9772142244255887,51.005815616359996,428000.0,411120.0,1959.0,2214.0
1410 WOODLAND TER,LAKE OSWEGO,700000.0,838231.0,0.8350919973133898,37.9956121880484,318491.0,519740.0,1975.0,2960.0
1131 LARCH ST,LAKE OSWEGO,830000.0,837305.0,0.9912755805829417,42.010378535897914,351755.0,485550.0,1963.0,2478.0
2425 NE 37TH AVE,PORTLAND,975000.0,836240.0,1.1659332249115086,43.348799387735575,362500.0,473740.0,1915.0,2534.0
13733 NW TREVINO ST,PORTLAND,790000.0,835870.0,0.9451230454496513,48.17136636079773,402650.0,433220.0,2004.0,2655.0
3736 SE TOLMAN ST,PORTLAND,765000.0,835780.0,0.9153126420828448,44.68879370169183,373500.0,462280.0,1942.0,1465.0
4025 NE RODNEY AVE,PORTLAND,1005000.0,835680.0,1.2026134405514073,35.001435956346924,292500.0,543180.0,2015.0,2378.0
5051 TUALATA LN,LAKE OSWEGO,850000.0,835443.0,1.017424288670801,45.9412551185419,383813.0,451630.0,1969.0,1530.0
47 TANGLEWOOD DR,LAKE OSWEGO,865000.0,835408.0,1.0354222128588666,46.719447264091315,390298.0,445110.0,1970.0,2897.0
2740 NE 50TH AVE,PORTLAND,1100000.0,835320.0,1.3168606043193027,43.69582914332232,365000.0,470320.0,1913.0,2777.0
848 6TH ST,LAKE OSWEGO,750000.0,835212.0,0.897975603798796,60.10234527281696,501982.0,333230.0,1956.0,1648.0
9524 NW ARBORVIEW DR,PORTLAND,815000.0,834690.0,0.9764104038625119,55.9309444224802,466850.0,367840.0,1997.0,2300.0
1310 NW 119TH PL,PORTLAND,815000.0,834080.0,0.9771244964511797,60.41626702474583,503920.0,330160.0,1982.0,2217.0
5435 NE KLICKITAT ST,PORTLAND,850000.0,833820.0,1.0194046676740784,43.77443572953395,365000.0,468820.0,1927.0,2298.0
7617 NW SKYLINE BLVD,PORTLAND,910000.0,833120.0,1.0922796235836374,51.31313616285769,427500.0,405620.0,1958.0,2768.0
4939 HAMPTON CT,LAKE OSWEGO,790000.0,831998.0,0.9495215132728685,46.91093007435114,390298.0,441700.0,1984.0,2597.0
1815 SW 32ND ST,GRESHAM,650000.0,831620.0,0.7816069839590197,31.564897429114257,262500.0,569120.0,2007.0,2307.0
4181 COBB WAY,LAKE OSWEGO,795000.0,831209.0,0.9564381521374288,43.68083117483088,363079.0,468130.0,1970.0,2248.0
40 NE 41ST AVE,PORTLAND,1001000.0,830940.0,1.2046597828964787,46.93479673622644,390000.0,440940.0,1916.0,3133.0
15988 WHITE OAKS DR,LAKE OSWEGO,1109000.0,829463.0,1.3370096074207047,47.997680426975045,398123.0,431340.0,1988.0,2658.0
13002 SIERRA VISTA DR,LAKE OSWEGO,750000.0,829320.0,0.9043553754883519,45.83996527275358,380160.0,449160.0,1991.0,1969.0
2518 SE ELLIOTT DR,GRESHAM,945000.0,829130.0,1.1397488934184024,36.60463377274975,303500.0,525630.0,2002.0,3361.0
13330 SW ROSHAK RD,PORTLAND,780000.0,829110.0,0.9407678112675038,53.38857328943084,442650.0,386460.0,1996.0,2845.0
7024 SE 32ND AVE,PORTLAND,999999.0,828830.0,1.2065188277451346,44.64124126781125,370000.0,458830.0,1926.0,2584.0
8746 SW TOMA CT,PORTLAND,860000.0,828320.0,1.0382460884682247,43.868311763569636,363370.0,464950.0,2004.0,2728.0
1806 NE 49TH AVE,PORTLAND,970000.0,828280.0,1.171101559858985,36.03853769256773,298500.0,529780.0,1913.0,2077.0
1641 SW MONTGOMERY ST,PORTLAND,695000.0,827370.0,0.8400111195716548,39.29922525593145,325150.0,502220.0,1900.0,3229.0
3704 SW 13TH AVE,PORTLAND,716500.0,827220.0,0.8661541065254709,47.871182998476826,396000.0,431220.0,1990.0,2128.0
1195 HALLINAN ST,LAKE OSWEGO,700000.0,825681.0,0.8477850404696244,47.2556592679255,390181.0,435500.0,1966.0,2421.0
4903 HAMPTON CT,LAKE OSWEGO,800000.0,825332.0,0.9693068971032264,48.0548433842381,396612.0,428720.0,1984.0,1967.0
75 SW LOVHAR DR,GRESHAM,1030000.0,825300.0,1.2480310190233854,41.12443959772204,339400.0,485900.0,1993.0,2806.0
731 CLARA CT,LAKE OSWEGO,900000.0,824721.0,1.0912781413350696,38.61802961243863,318491.0,506230.0,1979.0,2700.0
17360 ALPINE WAY,LAKE OSWEGO,900000.0,824689.0,1.0913204856618677,44.79858467858793,369449.0,455240.0,1960.0,3085.0
6235 SE LUSTED RD,GRESHAM,785000.0,824160.0,0.9524849543777907,28.877887788778878,238000.0,586160.0,2014.0,3366.0
7215 SE 34TH AVE,PORTLAND,975000.0,823950.0,1.18332423083925,45.53674373444991,375200.0,448750.0,1924.0,2060.0
89 TANGLEWOOD DR,LAKE OSWEGO,815000.0,823558.0,0.9896085035905182,47.39168340299044,390298.0,433260.0,1969.0,2552.0
1717 NE 205TH AVE,FAIRVIEW,600000.0,823170.0,0.7288895367906993,54.29619641143385,446950.0,376220.0,1956.0,2668.0
4602 NE SKIDMORE ST,PORTLAND,775000.0,822840.0,0.9418598998590249,34.788051139954305,286250.0,562880.0,1955.0,2964.0
9745 SW IMPERIAL DR,PORTLAND,1050000.0,821800.0,1.2776831345826236,67.33146751034315,553330.0,268470.0,1969.0,1988.0
1917 NE FREMONT ST,PORTLAND,750000.0,821750.0,0.912686340127776,39.853970185579556,327500.0,494250.0,1923.0,1860.0
3852 NE 17TH ST,GRESHAM,650000.0,820750.0,0.791958574474566,49.71063052086506,408000.0,412750.0,1920.0,2846.0
13753 PROVINCIAL HILL DR,LAKE OSWEGO,911000.0,820219.0,1.1106789771999916,47.07876798757405,386149.0,434070.0,1987.0,1935.0
10215 SW 31ST AVE,PORTLAND,769000.0,820180.0,0.937599063620181,40.53988148942915,332500.0,487680.0,1993.0,2393.0
14067 CHATHAM CT,LAKE OSWEGO,925000.0,820000.0,1.1280487804878048,46.3609756097561,380160.0,439840.0,1994.0,2064.0
8105 SW KALAY CT,PORTLAND,880000.0,819240.0,1.0741663004736097,42.40881792881207,347430.0,471810.0,2007.0,3165.0
7135 SW BRENNE LN,PORTLAND,740000.0,819020.0,0.9035188395887769,67.65280457131693,554090.0,264930.0,1967.0,3520.0
2015 NE COUCH ST,PORTLAND,937000.0,818170.0,1.1452387645599325,32.694916704352394,267500.0,550670.0,1909.0,2041.0
1600 SW PARKWOOD DR,PORTLAND,920000.0,818070.0,1.1245981395235127,67.43065996797341,551630.0,266440.0,1969.0,2440.0
225 NW 97TH AVE,PORTLAND,605000.0,817640.0,0.7399344454772271,83.37287803923486,681690.0,135950.0,1969.0,1326.0
2943 NE 14TH AVE,PORTLAND,760000.0,817210.0,0.9299935145189119,46.31612437439581,378500.0,438710.0,1929.0,1681.0
2599 SW MONTGOMERY DR,PORTLAND,955000.0,817030.0,1.1688677282351934,38.982656695592574,318500.0,498530.0,1925.0,1819.0
3032 NE HOYT ST,PORTLAND,805000.0,816970.0,0.9853482992031531,39.78114251441301,325000.0,491970.0,1959.0,2394.0
6413 SW BRUGGER ST,PORTLAND,955001.0,816950.0,1.1689834139176205,37.88481547218312,309500.0,507450.0,1942.0,3444.0
2812 NE SISKIYOU ST,PORTLAND,780000.0,816080.0,0.9557886481717479,49.62748750122537,405000.0,411080.0,1927.0,1792.0
6235 NE 17TH AVE,PORTLAND,480000.0,815890.0,0.5883146012330094,74.02958732182034,604000.0,211890.0,1948.0,1344.0
876 SUNNY HILL DR,LAKE OSWEGO,1079999.0,815281.0,1.3246954117660046,39.06518120746099,318491.0,496790.0,1979.0,2164.0
5815 SE 15TH AVE,PORTLAND,717000.0,814290.0,0.8805216814648344,40.833118422183745,332500.0,481790.0,1937.0,2560.0
7830 SE BOISE CT,PORTLAND,707000.0,814240.0,0.8682943603851444,30.089408528198074,245000.0,569240.0,2018.0,2904.0
1948 SE 52ND AVE,PORTLAND,820000.0,813880.0,1.0075195360495404,39.93217673367081,325000.0,488880.0,1925.0,1980.0
9618 NW DURRETT ST,PORTLAND,816000.0,813670.0,1.0028635687686653,49.774478596974205,405000.0,408670.0,2001.0,2786.0
4664 FIRWOOD RD,LAKE OSWEGO,770000.0,813651.0,0.9463516913271169,47.8547927797053,389371.0,424280.0,1948.0,1552.0
7315 SE 34TH AVE,PORTLAND,838000.0,813500.0,1.0301167793484942,45.482483097725876,370000.0,443500.0,1926.0,2203.0
5835 NE 23RD AVE,PORTLAND,830000.0,813310.0,1.020521080522802,39.652776923928144,322500.0,490810.0,1939.0,2826.0
7573 N WOOLSEY AVE,PORTLAND,140000.0,812650.0,0.1722758875284563,33.93219713283702,275750.0,536900.0,1928.0,1860.0
623 SE 69TH AVE,PORTLAND,842000.0,811440.0,1.0376614413881495,41.284629793946564,335000.0,476440.0,1911.0,1946.0
5665 BONITA RD,LAKE OSWEGO,625000.0,810936.0,0.7707143350400032,78.41259976126352,635876.0,175060.0,1930.0,1290.0
1700 WOODLAND TER,LAKE OSWEGO,1250000.0,810901.0,1.54149520101714,39.276187845372,318491.0,492410.0,1974.0,2595.0
2624 NE SKIDMORE ST,PORTLAND,711000.0,810490.0,0.877247097434885,46.268306826734445,375000.0,435490.0,1922.0,1672.0
550 SE 66TH PL,PORTLAND,880000.0,810260.0,1.0860711376595167,45.10897736529015,365500.0,444760.0,1982.0,2066.0
2938 SE WASHINGTON ST,PORTLAND,1250000.0,809900.0,1.5434004198049143,39.511050747005804,320000.0,489900.0,1949.0,2518.0
4011 SE WOODWARD ST,PORTLAND,1280000.0,809880.0,1.5804810589223095,34.28903047365041,277700.0,532180.0,1909.0,3766.0
17141 HOFER CT,LAKE OSWEGO,780000.0,809803.0,0.9631972220404221,40.58801955537334,328683.0,481120.0,1973.0,2040.0
11860 NW MARYLEE CT,PORTLAND,899000.0,809540.0,1.1105072016206734,55.79835462114288,451710.0,357830.0,1976.0,2711.0
4135 SW 43RD AVE,PORTLAND,900000.0,809260.0,1.1121271284877543,42.446185403949286,343500.0,465760.0,1972.0,2542.0
4698 WINTHROP CT,LAKE OSWEGO,900000.0,808840.0,1.1127046140151329,47.000642895999206,380160.0,428680.0,1993.0,2069.0
10192 NW FLEETWOOD DR,PORTLAND,775000.0,808550.0,0.9585059674726362,52.647331643064746,425680.0,382870.0,2000.0,2444.0
3424 NE HANCOCK ST,PORTLAND,805000.0,808530.0,0.9956340519213882,44.834452648633935,362500.0,446030.0,1911.0,2020.0
520 9TH ST,LAKE OSWEGO,970000.0,808442.0,1.1998387020961305,62.092518696455656,501982.0,306460.0,1963.0,1148.0
6313 SE 17TH AVE,PORTLAND,883000.0,808080.0,1.0927135927135927,39.909414909414906,322500.0,485580.0,1927.0,2488.0
261 ASH ST,LAKE OSWEGO,804137.0,807095.0,0.9963350039338615,49.916676475507835,402875.0,404220.0,1985.0,1788.0
5215 SW 18TH DR,PORTLAND,1350000.0,806960.0,1.6729453752354515,43.80638445523942,353500.0,453460.0,1957.0,2652.0
15455 NW TRAKEHNER WAY,PORTLAND,825500.0,806950.0,1.02298779354359,41.43875085197348,334390.0,472560.0,1996.0,2427.0
5863 NE 36TH AVE,PORTLAND,1000000.0,806900.0,1.2393109431156277,34.390878671458665,277500.0,529400.0,2018.0,2390.0
719 2ND ST,LAKE OSWEGO,850000.0,806647.0,1.0537446987343906,74.80434440343794,603407.0,203240.0,1947.0,768.0
3625 SW SPRING GARDEN CT,PORTLAND,800000.0,806490.0,0.991952783047527,38.81015263673449,313000.0,493490.0,1996.0,1822.0
1804 SE 56TH AVE,PORTLAND,861000.0,806210.0,1.067959960804257,43.375795388298336,349700.0,456510.0,1933.0,1560.0
8 MORNINGVIEW CIR,LAKE OSWEGO,730000.0,805900.0,0.9058195805931257,41.28924184141953,332750.0,473150.0,1995.0,2217.0
765 CLARA CT,LAKE OSWEGO,806500.0,804111.0,1.0029709828618187,39.60784021111513,318491.0,485620.0,1979.0,2496.0
21401 NE SHORE DR,FAIRVIEW,876000.0,803870.0,1.0897284386778956,41.30021023299788,332000.0,471870.0,2000.0,2590.0
16878 CANYON DR,LAKE OSWEGO,1225000.0,803858.0,1.52390098748784,38.240335979737715,307398.0,496460.0,1976.0,2050.0
165 SE AVONDALE WAY,GRESHAM,810000.0,803800.0,1.0077133615327196,39.00223936302562,313500.0,490300.0,1996.0,3000.0
2611 S TROUTDALE RD,TROUTDALE,840000.0,803670.0,1.0452051215050955,27.80992198290343,223500.0,580170.0,1980.0,3592.0
8009 NW REED DR,PORTLAND,853125.0,803600.0,1.0616289198606272,55.126928820308606,443000.0,360600.0,1978.0,2406.0
16901 LAKERIDGE DR,LAKE OSWEGO,899000.0,803451.0,1.1189232448525175,39.64037632662104,318491.0,484960.0,1974.0,2080.0
6462 FROST ST,LAKE OSWEGO,730000.0,803245.0,0.90881362473467,44.334543009916025,356115.0,447130.0,2012.0,2279.0
2738 SW OLD ORCHARD RD,PORTLAND,805000.0,803230.0,1.002203602953077,46.375259888201384,372500.0,430730.0,1924.0,2050.0
6945 SW 78TH AVE,PORTLAND,675000.0,803120.0,0.840472158581532,87.74902878772785,704730.0,98390.0,1930.0,1520.0
5302 NE 24TH AVE,PORTLAND,100000.0,802440.0,0.12461990927670605,40.1899207417377,322500.0,479940.0,2012.0,2320.0
4198 SE AUGUSTA WAY,GRESHAM,798000.0,802110.0,0.9948760145117254,35.0575357494608,281200.0,520910.0,1998.0,3290.0
6011 NE THOMPSON ST,PORTLAND,738900.0,801710.0,0.9216549625176186,40.40114255778274,323900.0,477810.0,1937.0,2293.0
16822 NW VETTER DR,PORTLAND,703000.0,801170.0,0.8774667049440193,50.54482818877391,404950.0,396220.0,2008.0,2312.0
3655 SW 55TH DR,PORTLAND,770000.0,800540.0,0.9618507507432483,42.47133185100058,340000.0,460540.0,1960.0,2076.0
